property_id,description,room_type,price_tier
18180304,"Cozy, Private Studio in Bedstuy, Brooklyn",Entire home/apt,1
21230213,Beautiful Room in Bed-Stuy Apartment,Private room,0
15715486,Authentic artist loft space in Prime Williamsburg,Entire home/apt,2
1733054,"Williamsburg Brooklyn, Parkside Penthouse NYC View",Private room,1
971158,Sunny room with private bathroom,Private room,1
34489715,Room with Two Beds in Times Square,Private room,3
28284458,New york Multi-unit building,Private room,1
18326238,Brooklyn State of Mind - The Artist Loft,Private room,0
36102590,金城发大床房 Suit1,Private room,0
10292758,"**3BR, Large Duplex/private Garden, Time Square!!",Entire home/apt,2
22321322,Spacious & Comfy Apt in Heart of NYC,Entire home/apt,2
28992518,Private 1 Bedroom on Top Floor Apartment Building,Entire home/apt,2
35568112,Perfect Large Apt for your NYC Stay!,Entire home/apt,3
35456622,4 Bedroom apartment in  2 family house in Brooklyn,Entire home/apt,2
4870239,2 bdrms in 3 Bdrm Lovely Brownstone,Entire home/apt,1
13532333,1 Bedroom in 3BR East Village NYC Apt,Private room,1
35454095,Beautiful Townhouse - Center of NYC 4br/2ba,Entire home/apt,3
20012263,Bright Large Bedroom in Heart of Bed Stuy w/Garden,Private room,1
21913782,"2 bedroom apt (5ppl), 1 minute from Times Square!",Entire home/apt,3
1633420,NYC Harlem cozy private room,Private room,1
29674710,Great New York-korea town1~2,Private room,0
9652413,1 Bedroom Near Columbia/Morningside,Entire home/apt,1
26810573,自己的小房间,Shared room,2
35122826,Luxury & Cozy Penthouse in Manhattan,Entire home/apt,3
6601606,Large Lower East Side Room with a View,Private room,2
7938424,Carroll Gardens Brownstone,Entire home/apt,2
35828713,MIDTOWN EAST 2 BEDROOM,Entire home/apt,3
1741622,Cozy NY-style 1BDRM Apartment UES.,Entire home/apt,1
32304889,Sleek Williamsburg Apartment With Gym,Private room,2
34937986,(B) Private Single Twin Room LGA JFK Manhattan 15m,Private room,0
13799217,"Beautiful 1br, in heart of city",Entire home/apt,2
352864,Cute Private room in Upper East Side #14,Private room,0
31201553,Brooklyn bedroom and open basement,Private room,2
33113990,Adorable walk-up on the high line—with views!,Entire home/apt,2
20800449,Sweet Cozy Bedroom with No Cleaning Fee : ),Private room,0
28202481,Best Futon in Brooklyn/ Minimal Apt,Private room,0
5797398,"1 bedroom, large williamsburg loft",Private room,1
17635051,BEST VALUE! SUPER COSY APARTMENT,Private room,1
35548551,"Bright, Clean and Spacious 2 bdrm top floor!",Entire home/apt,1
2254388,"Spacious apt, 5 min to Central Park",Entire home/apt,2
28838875,Charming 2 Bedroom Apartment in Ideal Location,Entire home/apt,2
3129731,Dbl Room with Terrace and View!,Private room,2
19922819,great area in East Williamsburg,Private room,0
3201696,Cozy 5 Bdrm in Historic Harlem NY,Entire home/apt,3
22372939,"Spacious entire apartment in Carroll Gardens, BK.",Entire home/apt,2
21212937,EAST 60TH STREET STUDIO WITH 2 DOUBLE BEDS,Entire home/apt,2
26167567,Common Single Room #2,Private room,0
19908088,Luxury Apartment in NYC Financial District,Entire home/apt,2
27131151,The Brooklyn Blue House 4,Private room,0
28941589,"3 bdrm, 2 bth duplex -20 mins to midtown -32B",Entire home/apt,1
4677654,"Good, clean quite, and private!",Private room,0
35707945,The Heartbeat of Harlem,Entire home/apt,2
27216072,LUXURY & DESIGNER 1BR IN HELL'S KITCHEN,Entire home/apt,3
23437793,2 blocks to train -15min to Central Park - Astoria,Entire home/apt,1
28285760,New York City Finest,Entire home/apt,2
34481124,Charming Cobble Hill Brownstone Apartment,Entire home/apt,2
17346379,"Bright, comfy, elegant room near Express Train",Private room,1
2154075,"Brooklyn Charm, Close to Manhattan (30+ Days Only)",Entire home/apt,2
6950074,"Beautiful, Cozy Apartment",Entire home/apt,2
2165107,Cozy Manhattan 1 BR,Entire home/apt,1
17777654,Bright Comfy Quiet Room Just 6 Mins from JFK!,Private room,0
7322088,A Bedroom in a Kosher Appartment,Private room,0
23644347,Private Sunshine Room,Private room,0
11881208,Lavish Studio Apt in Midtown West NYC!,Entire home/apt,2
27929173,Private room in Brooklyn(Borough park) safe area,Private room,0
15929625,"East Village/Gramercy Park, 1 Bedroom",Private room,2
2838061,Charming Bedroom in renovated Apart,Private room,3
31947991,"Bright room in huge, dog-friendly apt w/ balcony",Private room,1
9806373,"Bright Spacious Brooklyn Gem, 3 BR",Entire home/apt,2
19641775,Bushwick 30 min to Times Square #4 bedrooms !,Entire home/apt,2
31123490,Modern 1 Bedroom Escape with River Views,Entire home/apt,3
30387425,Swanky 1BR in Central Chelsea w/ Garden by Blueground,Entire home/apt,3
14314562,Affordable 3 BR In City Center,Entire home/apt,3
29549451,The East Village Home: The Sunlight Room,Private room,2
14276224,Williamsburg Hideaway,Entire home/apt,3
12984506,Artsy Home in the Heart of Bushwick,Private room,0
29628380,Modern  Studio Apartment,Entire home/apt,1
18393805,Private Room 15 Min to Manhattan (Lower East Side),Private room,0
2816152,Bright/Sunny/1block from Bedfordsub,Private room,2
33549469,Sanctuary in the Heart of Williamsburg!,Entire home/apt,2
20058138,"Large, quiet luxury home in Manhattan",Entire home/apt,3
9920191,Bright 2 Bdrm Apt in Williamsburg,Entire home/apt,2
33990485,Sonder | Stock Exchange | Timeless 1BR + Kitchen,Entire home/apt,2
33849970,"3min to Grand Ave subway, newly built in 2015",Private room,0
34811838,Experience the cozy #VanLife in NYC/East Village!,Entire home/apt,1
35424212,Amazing Getaway on The Upper East Side,Entire home/apt,2
21627794,Amazing male room next to the river for longtermII,Shared room,0
12509350,Williamsburg/GreenPoint Room,Private room,0
27329585,1BR trendy Bushwick apt & minutes from Manhattan!,Entire home/apt,1
35612982,Luggage drop off ONLY! Close to LGA & JFK,Shared room,0
5902510,Clean & Cozy room in Great Location,Private room,0
4249131,BEST LOCATION in MANHATTAN!,Entire home/apt,1
13494532,"*Cozy apt Manhattan,Near Central Park !*",Private room,1
8496270,Sunny Loft Studio on 46th and 10th,Entire home/apt,3
27034834,UWS Luxury 2 bdrm 2 bath Penthouse,Entire home/apt,3
32263166,Welcome to my Lovely Studio.,Shared room,0
13974993,# TIMES SQUARE - 19 MinutesBIG ROOM,Private room,0
4642913,Spacious Bright and Airy,Entire home/apt,2
34126627,Woodside condo room close to Midtown / LGA.,Private room,0
6358723,2 Bedroom Duplex,Entire home/apt,2
13380662,Entire Floor/1 Min from N Train/Private Entrance,Entire home/apt,1
9112776,"Spacious, Comfortable BK Room",Private room,0
9384367,Spacious Bedroom on the East River,Private room,2
17500994,Brooklyn Cave in the Neighb,Entire home/apt,0
23041312,Sky Boasts Exquisite Studio,Entire home/apt,3
16898313,Large 2 bdrm loft with outdoor space + trains,Entire home/apt,2
7397699,Room in the heart of Williamsburg!,Private room,0
14594286,On Broadway & 3 stops to Times Square,Private room,0
5977676,"Bright, Clean, Spacious Upper West Zen w/Balcony",Entire home/apt,2
29543762,"Room w/private bathroom, Central Park & Times Sq",Private room,2
14215681,AMAZING  Room in a 2 Bd Apt on the UES!,Private room,1
12710376,Private Bedroom #5,Private room,0
18108590,Private Garden Room in Commune,Private room,0
31736343,Penthouse studio. Clean. A+ location Cafe&Park :),Entire home/apt,2
31707011,West Village Gem,Entire home/apt,3
10886532,2000sf Williamsburg Apt. w/ Theater,Entire home/apt,2
13604485,Charming Loft-like Garden Apt in Bed-Stuy,Entire home/apt,1
35318634,Boho Chic Apartment short walk from Central Park!,Entire home/apt,2
32037535,Sumptuous floor through apartment in brownstone,Entire home/apt,2
84659,Large Studio--Heart of East Village,Entire home/apt,2
32137481,Greenwich Village Luxury Loft,Entire home/apt,3
16616522,Large Apartment near Central Park up to 4 people!,Entire home/apt,2
638894,"1-BDRM, Good Light, Fire-Escape, AC",Entire home/apt,2
4745879,West Village / Bleecker & Cornelia,Private room,2
7257311,Cozy Walk-up Apt in the Historic Lower East Side.,Entire home/apt,2
35006426,Cozy private room by the 7 train,Private room,0
3808230,Big Beautiful Bedroom w/Private Bathroom,Private room,1
34247014,Tribeca 3.5 Bedroom Loft,Entire home/apt,3
33910078,Bright & Cozy Apartment walking distance to Subway,Entire home/apt,2
22165795,Large room in Bedstuy brownstone,Private room,0
26846116,Comfy Room in Luxury BK Apartment,Private room,0
29132306,BEST LOCATION IN NEW YORK:PRIVATE MEDIUM SIZE ROOM,Private room,2
21012649,Spacious East Village 1 BR on 14th St!,Entire home/apt,2
1215627,Floating Cabin Houseboat Rockaway Surf's Up!,Entire home/apt,2
16164613,Cozy studio with stunning views of Dwntwn,Entire home/apt,2
29876288,Beautiful and bright apartment close to Manhattan!,Entire home/apt,2
8144798,Lovely East Village Apartment,Entire home/apt,2
19945772,Kensington/Ditmas Park Single family home,Entire home/apt,2
16297779,Dream home: Beautiful 2B2B Condo in Chelsea,Entire home/apt,3
14218742,Luxury/3bedroom/3bthrm/Privateprkng/beach/rstrnts,Entire home/apt,2
21436689,Large One-Bedroom Apartment on Quiet Street,Entire home/apt,1
32742238,"Cozy cypress hill 1BR apt near jfk , bars & mta .",Private room,0
14516582,Bright One BR w/ Balcony | Bohemian Brooklyn Apt,Entire home/apt,2
9663062,Location Eden,Private room,0
24453838,Williamsburg Apartment with Panoramic View/Rooftop,Entire home/apt,2
32088018,Beautiful Single Bedroom 30 min to Manhattan.,Private room,0
5251673,Quiet Space Directly Off L Train,Private room,2
27000837,Beautiful  cozy space for one,Shared room,1
26157426,Luxurious Deluxe King Room St. Regis Manhattan,Entire home/apt,3
2356082,"Modern, Clean, West Village Apt!",Entire home/apt,2
33023192,Retro room in Astoria - 15m to Manhattan,Private room,1
20188787,Charming and Light-filled 1 BR in Crown Heights,Entire home/apt,1
13685932,Hudsonview Terrace in Hell's Kitchen,Private room,2
36197063,Small private room 2 windows,Private room,0
21497189,Room in Brownstone (Now Available),Private room,0
29923582,Elegant Duplex Suite in Manhattan -Private Terrace,Private room,3
4013668,Spacious Park Slope brownstone,Entire home/apt,2
21885914,Gorgeous 1 BR in heart of Prospect Heights!,Entire home/apt,1
253590,Large 1 Bedroom furnished on UWS,Entire home/apt,2
34626927,1976 Chris Craft “Hudson”,Entire home/apt,2
13282284,Beautiful Bedroom in Great Apt!,Private room,0
20961894,Californiacation Studio with Garden in Bushwick,Entire home/apt,2
10165663,Cozy Private Garden Apartment,Entire home/apt,2
251277,Private Bdrm /Bath 1 block Ctrl Prk,Private room,2
18485393,Enormous studio in East Harlem,Entire home/apt,2
24014159,"Central Brooklyn Beautiful Rooms
Room Cozy
#2",Private room,0
6286307,Terrific Location in Prospect Heights,Private room,0
12848383,Lovely Brooklyn Duplex near Prospect Park 3BR,Entire home/apt,2
19439682,Entire Apartement in Queens!8min from Jfk,Entire home/apt,1
9247923,Stunning Greenwich Village Triplex,Entire home/apt,3
4868150,Gorgeous quiet & central NYC apt!,Entire home/apt,2
2391204,"SALE 2 BEDROOMS, LARGE MASTER & GUEST BEDROOM",Private room,2
1953636,large private bedroom in shared ap,Private room,0
19087480,Wake up to Central Park (privet room),Private room,2
34959441,"studio519 with bathroom
MaNHTAn
Reviews on profile",Entire home/apt,2
5509771,"Modern, renovated garden apartment",Entire home/apt,2
9477988,Sunny and Close to Everything!,Entire home/apt,2
4430808,Studio-Private Entrance /Bath/Kitchen Near JFK,Entire home/apt,0
27629043,A Night at Anchor Aboard Yacht Ventura,Entire home/apt,3
30842262,Mid-century Modern Midtown 1BR w/ Gym + Doorman by Blueground,Entire home/apt,3
2756159,Living Room sofa Bed in Chelsea2,Shared room,1
21283357,Brand New Fully Remodeled Modern House,Entire home/apt,2
261259,Apartment in Best location in NYC,Entire home/apt,2
14789008,"Spacious 1BR amazing view, Beach 5 min, airport 20",Entire home/apt,2
19348139,"Cozy, private room in the heart of Fort Greene",Private room,2
21292741,Queens Artist' Corner,Private room,0
24057583,Beautiful Studio Apt,Entire home/apt,0
21133911,2BED 2 BATH / HIGH FLOOR/ BALCONY/ COLUMBUS CIRCLE,Entire home/apt,3
495348,Classic Brooklyn Brownstone,Entire home/apt,2
29787085,Half block to NY. Flushing Chinatown. Main Street,Private room,0
4264127,Location Lucy ( only female ),Private room,0
19749379,Great Luxury Condo Studio Apt,Entire home/apt,2
30570178,CHEERFUL RM IN BROOKLYN! EASY ACCESS TO TRAIN! R3,Private room,0
35680174,Gorgeous 2 Bedroom apartment in Bushwick...,Entire home/apt,2
219922,"Lovely Bdr in Harlem, Manhattan",Private room,1
33407108,Manhattan Luxury Private Bedroom,Private room,1
18519818,Sunny Bedroom in Prospect Park South,Private room,0
32135728,⭐Sleeps 10 ⭐ Rare 4 Bedroom ⭐ 30 Mins to NYC ⭐,Entire home/apt,3
24493940,Private Bedroom with En Suite Bath on Central Park,Private room,1
30662701,Cosy private room in luxury condo,Private room,2
25727611,Beautiful  room,Private room,1
22813351,"Spacious, Bright Apartment in an Elevator Building",Entire home/apt,2
14423024,Sunny bedroom in historic Bed Stuy BK brownstone,Private room,1
3661168,Private Room in Williamsburg,Private room,0
1129483,Unique 1BR in energetic E. Village,Entire home/apt,2
17848298,Quiet Home in Manhattan,Entire home/apt,2
16814803,Cozy Room in Home with Backyard Near Metro,Private room,0
28129768,Cozy private room,Private room,0
6051044,Private Garden View — Eco Home — 3 Min to Subway!,Private room,0
19342192,Spacious Garden Apartment with Patio,Entire home/apt,2
28934396,One Bedroom Apt with a pool & a gym in the bldg,Entire home/apt,3
29458518,Great New York - korea townPrivate  room 1,Private room,1
8990116,Bright and spacious 1 bedroom,Entire home/apt,2
1746726,"Chelsea NYC luxury 2 bed/2 bath, garden apt",Entire home/apt,3
19472799,Beautiful Clinton Hill with huge private backyard,Entire home/apt,2
17702242,Stylish Private BR  in the Upper East Side,Private room,2
31127742,1000 Sq Ft HUGE apartment with Empire State views.,Entire home/apt,3
31178012,Cozy JFK,Private room,0
13580148,"Sunny Rms w Utilities Incl, 15 mins to Manhattan",Private room,1
8931373,Delightful flat near the Park,Private room,1
26453418,Room to rest near LaGuardia. Steps to subway!,Private room,0
18996283,Midtown NY,Private room,1
923566,Sunlit Central Park Apartment,Entire home/apt,2
36452721,Massage Spa. Stay overnight. Authors Artist dream.,Private room,3
13512636,"Sunny, Spacious Lower Harlem Condo",Private room,1
10446429,Studio in West Village/Cornelia St,Private room,1
33112929,Prospect Lefferts Garden Private rm 30 min to Nyc,Private room,0
81739,Loft w/ Terrace @ Box House Hotel,Private room,2
21851228,"Clean, Comfy and Central Midtown Haven!",Entire home/apt,2
25547839,"Bright Modern LUX 1BR with pool, gym and sauna",Entire home/apt,3
27551517,"Clean & Sunny room in UES, Doorman+Sunroof+GYM",Private room,1
29254887,Quiet master bedroom on Fort Greene Park,Private room,2
3769257,Spacious Stylish Sunny Retreat,Private room,1
13651173,Spacious and cozy Lower East Side bedroom,Private room,2
22147426,Prime Harlem Condo -Bright!- with Outdoor Space,Entire home/apt,2
24232076,Amazing cozy studio Lower East Side/Soho/Nolita!,Entire home/apt,3
21490120,Trendy and Comfortable Brooklyn Abode,Private room,0
30193485,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #6,Entire home/apt,3
24554027,"Sunlit Room in Prospect Heights, Brooklyn",Private room,3
30931406,Gym+rooftop+pool. Lux private room,Private room,2
33833257,Huge Room In Lovely Apartment. 30 Min To Manhattan,Private room,0
21151290,BRIGHT AND NEW! 3beds/2baths-Everything you need!,Entire home/apt,2
1022204,"Glowing reviews, hip neighborhood",Private room,2
8673141,Near Yankee Stadium,Entire home/apt,2
11419133,Private sunny room in Chelsea,Private room,1
1220548,Cozy 2 BR apartment in Queens,Entire home/apt,1
15175161,Camping in Nolita,Entire home/apt,2
28919516,3-P Room/Private Bath/Walk to Subway--Best Value,Private room,0
5419405,Cozy 1BR with Backyard,Entire home/apt,2
16407427,Bronx Cozy Spacious Room close to NYC Subway,Private room,0
16804336,"Michael's Cozy Studio Central Park, Subway 1,A B C",Entire home/apt,2
2956443,Large 2 Floor Apt 2 Bdrm Sleeps 8 ,Entire home/apt,2
13712336,NEAT AND TIDY EDEN,Private room,0
26275643,Modern Elegance on the Upper East Side,Entire home/apt,2
7454629,Brooklyn's finest by Prospect Park,Entire home/apt,2
21727923,Beautifully Restored Brownstone w. Chef's Kitchen,Entire home/apt,2
23478580,Prime Location 3 Bedrroms Apartment,Entire home/apt,3
30527526,Pelham south,Private room,0
19247305,Midcentury Minimalist 1BR in Prime Williamsburg,Entire home/apt,2
27964166,Comfortable 2 bedroom apt in Times Square 5ppl,Entire home/apt,2
21439155,Washington Heights Renovated Bedroom,Private room,0
32586373,The Heart of Williamsburg Brooklyn,Entire home/apt,2
9645934,Great NYC Apt in Forest Hills,Entire home/apt,1
5796405,Manhattan Condo at Midtown 45,Private room,3
6654202,Great One bedroom in Midtown East,Entire home/apt,2
11228512,Great 1 BR available in UES!,Private room,1
13766690,Shady Listing - Authentic NY'r,Private room,1
29231876,"Penthouse studio- clean, A+ location. Park&Cafe :)",Entire home/apt,2
17212052,1BR - Prime Williamsburg Location - Outdoor Space,Entire home/apt,2
21549850,Cozy apt in Park Slope (room and private bathroom),Private room,0
13708820,"Safe upper-class area,20 min to Manhattan/Airports",Private room,0
22737164,Designer’s Penthouse w/ private terrace,Private room,2
27111405,King Bedroom - Ideal for Business Travelers,Private room,1
31715879,Beautiful  Cozy  room in NYC  nearby Time square,Private room,0
27964104,Shared Loft in Charming Guest Suite (Rear),Shared room,1
32892358,Bed Stuy Modern,Private room,0
21660363,beautiful studio one step away from Central Park,Entire home/apt,1
32272082,Waterfront apt with Manhattan view and balcony...,Private room,1
9715404,1 Bedroom in the Upper East Side,Private room,1
27526520,Lovely Manhattan Room near GCT / Central Park,Private room,0
35446198,COMFORTABLE PRIVATE ROOM in Williamsburg,Private room,1
24717470,Amazing Studio at the Time Square/52B,Entire home/apt,2
28101762,Beautiful Brown stone in Central Park West,Entire home/apt,2
32987685,2bd BOUTIQUE  Apartament in the heart of MANHATTAN,Entire home/apt,3
33448834,Sun-filled Private BR in Luxury Chinatown Apt,Private room,2
34449879,Large Room Summer Sublease - Astoria NYC,Private room,0
6954288,Cozy and Chic 1 Bedroom!!,Entire home/apt,2
19606813,"BEDFORD AVENUE - cosy, bright, private bedroom",Private room,1
17025412,Nolita Bohemian Charmer,Private room,1
24098320,PRIVATE BEDROOM IN BRAND NEW CONDO IN BED STUY,Private room,1
28270500,REGO PARK HOUSE NEXT TO ALL,Entire home/apt,2
16664669,Brooklyn's Bed & Breakfast (2 BR),Entire home/apt,2
7850400,Quiet charming  Duplex,Entire home/apt,3
1664209,2000 SQ FT Spacious Artist Loft in SOHO,Entire home/apt,3
4057361,"Large, Bright, Studio-Style Bedroom",Private room,1
6106142,Studio Apartment/ 3 blocks from Central park,Entire home/apt,1
7192809,Luxury 2200sf Two Bedroom Loft w/ Private Elevator,Entire home/apt,3
7789213,Home 4 Medical Professionals-Wykof8,Private room,0
940116,Bright Room in Historic Brownstone,Private room,0
34196510,Midtown West Hotel - Boutique Queen,Private room,2
14743469,Bensonhurst Gem,Entire home/apt,0
16236939,Charming light-filled apartment in Crown Heights,Entire home/apt,2
4421355,Your own apartment in Brooklyn!,Entire home/apt,2
11816864,Bright Room in Spacious Astoria Apt,Private room,0
34813770,AMAZING ONE MONTH SUBLET IN WILLIAMSBURG!!!,Private room,1
7745868,Private Room in East Williamsburg,Private room,0
22583959,1 BR in Harlem,Entire home/apt,1
33294631,Subletting an amazing room!!!,Private room,1
12210730,Zen room at Casa de la Luna,Private room,0
36032098,2 Bedroom Fits 4 In Downtown NYC,Entire home/apt,2
28409399,Affordable Studio for First-Time Travelers to NYC,Private room,2
24915372,A true NYC gem!,Entire home/apt,2
3238109,Cozy 1 BR in a 4br/2ba apartment!!!,Private room,2
811347,West Village 1-BR Gem - Great Price,Entire home/apt,2
9997702,"Spacious, Cozy Bedroom in Bushwick",Private room,0
5084095,Great 2 bedroom on The Upper East Side,Entire home/apt,2
17044854,Beautiful Private Bedroom in Bronx Apartment,Private room,0
22479006,Brownstone Getaway in Fort Greene,Entire home/apt,2
35064738,Hudge Appartment in Manhattan,Entire home/apt,1
18476474,Bright XL room in Hamilton Heights/Sugar Hill,Private room,1
2079686,Sunny apt with Backyard,Entire home/apt,0
17108395,10mins to Manhattan Times Square,Entire home/apt,2
26225021,Cozy room/creative space in modern bed stuy home.,Private room,1
35880079,Cozy apartment in the heart of Williamsburg,Private room,1
29152899,Private room in E. Williamsburg!  Budget friendly!,Private room,0
33589468,“Mi casa es tu casa” “My home is your home” NYC,Entire home/apt,2
22304644,Shannan's Place,Private room,0
14858485,Cozy nook in the Brook(lyn),Private room,0
13466084,welcome to my house,Entire home/apt,1
20271739,Charming Luxury Loft near Barclay & Green Building,Entire home/apt,2
27580312,The Pit of Despair,Private room,1
28660068,Gorgeous Bedroom in the heart of Bushwick Him-2R-3,Private room,0
18577672,Brooklyn home,Private room,0
7917251,"Amazing LES apt - cool, bright...",Entire home/apt,1
4178851,Lofty Living: Heart of Williamsburg,Entire home/apt,3
23166556,Private Quiet Room in Chelsea Brownstone Apartment,Private room,0
9998688,Large Hell's Kitchen Home,Private room,1
33226423,Modern 1 Bedroom in Brooklyn,Entire home/apt,1
5011693,Harlem Studio w/ view!!,Entire home/apt,1
13656752,"Spacious 1 Bedroom in Vibrant Harlem, Manhattan",Private room,0
3486103,Best of Brooklyn & 5 min to Manhattan!,Entire home/apt,2
16275887,MANHATTAN ROOM FOR 2 NO FEE,Private room,0
6522849,Home Sweet Home :),Private room,0
9898107,Murray Hill Luxury Furnished Rental,Entire home/apt,2
6401500,"Wburg Penthouse, Private elevator, balcony, roof",Entire home/apt,2
7734670,Prolonged Traveler's Dream (a month first & more),Private room,0
16062739,3 Cozy Zen Rooms In Beautiful Apt.,Private room,2
8703355,Eclectic 1 Bdrm off  Park Ave South,Entire home/apt,2
33987592,Bedroom in Huge and Sunny Williamsburg Apartment!,Private room,2
17762733,MASTER SUITE IN THE CENTRAL PARK,Private room,1
20969532,Bright & Large Open Studio 15 Min To Manhattan,Entire home/apt,1
15465050,"Full Size Bed, Private Bathroom & Shower",Private room,1
10033868,NICE 2 BED APT NEAR TIME SQUARE,Entire home/apt,2
1752112,NYC Central Park family apt - 3bdr,Entire home/apt,3
11753792,MyrtleWash Townhouse,Entire home/apt,2
29987700,"Spacious, sunny 1 bedroom on the Lower East Side",Entire home/apt,2
36120293,Spacious Studio Near Manhattan -15 min to Time SQ!,Private room,2
9707735,Entire 2 BR Williamsburg Apt (parking/near train),Entire home/apt,2
36311055,"Stunning & Stylish Brooklyn Luxury, near Train",Entire home/apt,3
14894267,"Doorman, modern apart. on Broadway (Central Park)",Entire home/apt,2
3971065,Spacious Modern Apt that feels like HOME,Entire home/apt,2
35034032,Sonder | 116 John | Vibrant 1BR + Gym,Entire home/apt,2
33505047,Cozy Private Bedroom in Manhattan,Private room,1
9578325,"Lovely, Cozy Loft Carroll Gardens",Entire home/apt,2
33880288,Perfect Location!,Private room,2
299531,Feel like you never leave your home,Entire home/apt,1
9777387,East village lovely bedroom!,Private room,2
28214275,Quiet Room in Beautiful Historic Bed Stuy,Private room,1
13027960,"Beautiful, Sunny Apt by the Park",Entire home/apt,2
32644865,Spacious bedroom for the modern traveler,Private room,0
35464492,Cozy Nights In The Village,Entire home/apt,3
8174635,Modern Brooklyn Apartment,Entire home/apt,0
34340593,Beaut room 10min away from the city with Prkg Avbl,Private room,1
21712433,Gorgeous 1bd in Trendy Brooklyn!,Entire home/apt,2
2794762,Beautiful Sunny fully Furnished Studio,Entire home/apt,1
24497202,Brand New apt heart of Manhattan,Entire home/apt,2
33850661,Amazing private room 5 min time square,Private room,1
25296394,NYC Hideaway Urban Suite,Entire home/apt,2
13188622,"Park Avenue, Luxury Studio apartment Murray Hill",Entire home/apt,2
15497673,Bluebird Hell's Kitchen Deluxe 2BR+ Zero Edge Pool,Entire home/apt,3
25031387,2 Bedroom 1 Bath by NYC Train and Major Highways,Entire home/apt,3
29037359,Astoria Hideaway,Private room,3
15142409,Union Square - Interior designer - Private 1 bdr,Entire home/apt,3
21933065,PRIVATE ROOM W/BATH IN BK - MUST SEE,Private room,1
35794273,Hope Garden,Private room,2
18669496,Med. sized bdrm in Historical house on Staten Isl.,Private room,0
1305265,Perfect House for the Whole Family,Entire home/apt,3
14237346,Cozy room at Brooklyn&Breakfast,Private room,0
14809302,A Small Room With Futon Bed In A House In Brooklyn,Private room,0
1148978,1 BR 1/2 block to A/B/C/D trains,Private room,0
13942612,Modern Apt in Prime Brooklyn That Has it All,Entire home/apt,2
15409309,"Cozy private bedrooms, near JFK & LGA.",Private room,1
34565716,Mid-century-bricks exposed in Manhattan/ 2 beds,Entire home/apt,2
634353,Luxury 1Bed with Central Park Views,Entire home/apt,3
17738174,Bayside Room  w/ 1 Bed,Private room,0
8435067,"Bright, Light & Sunny Room",Private room,1
36177135,Historic Rockaway Beach Bungalow-By Subway & Beach,Entire home/apt,2
17369530,Spacious Private Room in Beautiful Audubon Park,Private room,1
22266875,Cozy one bedroom,Entire home/apt,0
25948078,BEST LOCATION - Lovely room by Times Square!!!,Private room,0
25545372,Very small room near Columbia Uni med school,Private room,0
27365033,Large Room In Prestigious Neighborhood Of SI,Private room,1
21960589,"Studio Queen Room In Gowanus Inn, Brooklyn",Private room,2
21299488,Home away from home NYC,Private room,1
29687597,East Village Escape for 2-4 guests!,Entire home/apt,2
23289674,WILLIAMSBURG PRIME BROOKLYN PRIVATE APT NEAR WATER,Entire home/apt,2
34893564,Gramercy Park Studio Apartment (Max 2 people),Entire home/apt,2
24042844,"LOVE MANHATTAN 2
NEAR TO YANKE STADIUM",Private room,0
20073965,Neat Upper East apartment just for you,Entire home/apt,2
32965,FLAT MACDONOUGH GARDEN,Entire home/apt,2
29631369,New & Stylish 1 Bedroom Williamsburg,Entire home/apt,1
26811066,Gorgeous Lincoln Center - overlooking Central Park,Private room,2
14519882,Midtown in NYC for International Business Interns,Entire home/apt,1
1628156,A Tree Grows in Brooklyn,Entire home/apt,2
21713419,Timeless West Village Townhouse with Garden,Entire home/apt,3
34491611,Spacious 450 sq ft King Room near Times Square,Private room,1
27700366,Huge Apartment Midtown Manhattan Empire State Bldg,Entire home/apt,2
1736064,Sunny 1BR Overlooking Prospect Park,Entire home/apt,2
9775397,Apartment at the St.Regis Hotel,Entire home/apt,3
13446050,"Upper West Side, Manhattan, NY",Entire home/apt,2
4685448,"Cozy 2BD, 20 mins to Times SQ",Private room,0
31924097,Authentic Midtown Manhattan Studio,Entire home/apt,2
29486971,cozy artsy cool,Private room,0
13406622,CHELSEA 3 BEDROOM APARTMENT WITH PRIVATE GARDEN!!!,Entire home/apt,3
19123146,Big 1-bedroom in Tribeca with landscaped roof deck,Entire home/apt,2
35970902,Stunning High Ceiling 2 Bedroom Apt!,Entire home/apt,2
20163793,Spacious Studio in Residential Neighborhood,Entire home/apt,1
211078,Greenpoint Waterfront Loft,Entire home/apt,2
26164046,"New Designer 4 Bedroom, AC-Laundry. Next to Subway",Entire home/apt,3
32519021,Unique Private BR in Ridgewood Woodbine 1L-2,Private room,0
34814184,Shared Room By Times Square near Central Park 3,Shared room,1
18332922,Spacious Apt in the LES,Entire home/apt,3
16238449,Lovely apartment near Prospect Park.,Entire home/apt,1
6326345,Comfortable private room Brooklyn,Private room,0
15468038,Urban Rustic Retreat - Shared Space,Shared room,0
35546352,"Zen-Oasis, Entire Apartment Only 8 min from JFK!!",Entire home/apt,1
31671911,Harry Potter Den,Private room,0
7207594,Perfect Rental Near Prospect Park!,Private room,0
17187942,"Cozy, neat, spacious 2 BR apartment in East Harlem",Entire home/apt,1
34500224,Welcoming you to my comfy & New Yorkish studio,Entire home/apt,2
25354569,1 1/2 bedroom totally private  exclusive Apt. #4,Entire home/apt,2
26520475,Family suites in UpperEastSide Townhouse,Private room,3
